date,fx_rate,dxy,us10y_nominal,us10y_real,fx_reserves
01-04-1987,12.81454545,96.92954545,8.022857143,#N/A,6496082504.00
01-05-1987,12.666,95.95857143,8.613,#N/A,6430542297.00
01-06-1987,12.83681818,97.67681818,8.402272727,#N/A,6427064412.00
01-07-1987,13.0126087,99.2526087,8.446818182,#N/A,5955182277.00
01-08-1987,13.0852381,99.38,8.76047619,#N/A,5762599855.00
01-09-1987,12.99333333,97.09409091,9.421904762,#N/A,5944344210.00
01-10-1987,13.04285714,96.51590909,9.52,#N/A,6140970143.00
01-11-1987,12.97210526,91.31904762,8.860526316,#N/A,6057666497.00
01-12-1987,12.93454545,88.59434783,8.987727273,#N/A,6453558243.00
01-01-1988,13.03947368,89.09380952,8.665789474,#N/A,5646554985.00
01-02-1988,13.065,91.05095238,8.212,#N/A,5738917659.00
01-03-1988,12.97913043,89.6173913,8.373478261,#N/A,6390553862.00
01-04-1988,13.15761905,88.90952381,8.7185,#N/A,6197894802.00
01-05-1988,13.31571429,89.70545455,9.089047619,#N/A,5563905403.00
01-06-1988,13.78590909,92.48318182,8.921363636,#N/A,4876678899.00
01-07-1988,14.0795,96.42380952,9.056,#N/A,4674990043.00
01-08-1988,14.21695652,98.1573913,9.260434783,#N/A,4418076775.00
01-09-1988,14.48952381,97.74590909,8.977142857,#N/A,4515381233.00
01-10-1988,14.72,95.11571429,8.7955,#N/A,5081577303.00
01-11-1988,14.966,91.71136364,8.9625,#N/A,4892813068.00
01-12-1988,15.01904762,91.83272727,9.105714286,#N/A,4899288504.00
01-01-1989,15.0925,94.93227273,9.0915,#N/A,4382706379.00
01-02-1989,15.24052632,95.637,9.168947368,#N/A,4362942806.00
01-03-1989,15.4673913,96.9073913,9.357727273,#N/A,4958629238.00
01-04-1989,15.718,97.1335,9.1755,#N/A,4535296135.00
01-05-1989,16.10181818,100.83,8.859090909,#N/A,4019425072.00
01-06-1989,16.41954545,102.9095455,8.277272727,#N/A,4399168013.00
01-07-1989,16.416,99.0847619,8.0185,#N/A,4262884254.00
01-08-1989,16.60913043,100.4721739,8.112608696,#N/A,3567222954.00
01-09-1989,16.745,101.7728571,8.1905,#N/A,3664409934.00
01-10-1989,16.81904762,98.86954545,8.007619048,#N/A,3861595466.00
01-11-1989,16.87333333,97.84590909,7.874285714,#N/A,3698375163.00
01-12-1989,16.8585,94.67809524,7.836,#N/A,3858554814.00
01-01-1990,16.89571429,92.95521739,8.206666667,#N/A,3615202948.00
01-02-1990,16.90947368,92.191,8.473157895,#N/A,4001463399.00
01-03-1990,17.03727273,93.98681818,8.588636364,#N/A,4108367354.00
01-04-1990,17.222,93.3652381,8.7855,#N/A,3772606028.00
01-05-1990,17.24933333,91.98173913,8.758181818,#N/A,3849237382.00
01-06-1990,17.44971429,92.32,8.48,#N/A,3835079856.00
01-07-1990,17.43909091,89.57227273,8.471428571,#N/A,3533224811.00
01-08-1990,17.38181818,86.48043478,8.752608696,#N/A,3578725195.00
01-09-1990,17.88755,86.01,8.893157895,#N/A,2992997493.00
01-10-1990,18.075,83.31434783,8.719545455,#N/A,2533494305.00
01-11-1990,18.11059091,82.00545455,8.392,#N/A,2047939891.00
01-12-1990,18.15509524,83.24571429,8.075,#N/A,1520972173.00
01-01-1991,18.36395455,83.38217391,8.091904762,#N/A,2734004103.00
01-02-1991,18.876,82.038,7.854736842,#N/A,2441889937.00
01-03-1991,19.26180952,88.07142857,8.11,#N/A,2338211990.00
01-04-1991,19.93181818,91.27636364,8.039090909,#N/A,1448842321.00
01-05-1991,20.5586087,92.11869565,8.067727273,#N/A,1335011799.00
01-06-1991,21.092,95.094,8.284,#N/A,1186754686.00
01-07-1991,25.66908696,95.23608696,8.272727273,#N/A,1403126011.00
01-08-1991,25.87540909,93.38454545,7.9,#N/A,1190254629.00
01-09-1991,25.85419048,91.1752381,7.65,#N/A,1905980848.00
01-10-1991,25.8183913,90.65521739,7.527272727,#N/A,2464277375.00
01-11-1991,25.81509524,87.96666667,7.417368421,#N/A,2751970038.00
01-12-1991,25.83713636,85.44954545,7.088571429,#N/A,3626589137.00
01-01-1992,25.89252174,85.92521739,7.032380952,#N/A,3902442674.00
01-02-1992,26.05845,87.98,7.337894737,#N/A,4253043416.00
01-03-1992,30.01809091,90.30363636,7.542272727,#N/A,5721699588.00
01-04-1992,30.9335,89.77090909,7.48047619,#N/A,5636082733.00
01-05-1992,30.377,88.18380952,7.392,#N/A,5570459332.00
01-06-1992,30.24909091,85.81545455,7.261818182,#N/A,6336309204.00
01-07-1992,30.24191304,82.40608696,6.844545455,#N/A,6557601814.00
01-08-1992,30.11338095,80.83428571,6.585714286,#N/A,6344112772.00
01-09-1992,30.04136364,81.72590909,6.415238095,#N/A,5811921056.00
01-10-1992,30.04118182,84.95454545,6.589047619,#N/A,5497169598.00
01-11-1992,30.07704762,89.92428571,6.873157895,#N/A,4853668542.00
01-12-1992,30.71708696,90.42652174,6.77,#N/A,5757134861.00
01-01-1993,30.8818,92.25952381,6.6,#N/A,5625972570.00
01-02-1993,32.6282,93.7785,6.258947368,#N/A,5558035916.00
01-03-1993,31.55278261,93.5426087,5.975217391,#N/A,6748906702.00
01-04-1993,31.30213636,90.42636364,5.96952381,#N/A,7329718683.00
01-05-1993,31.32638095,90.05428571,6.0355,#N/A,6878561595.00
01-06-1993,31.39722727,91.68090909,5.962727273,#N/A,7038394104.00
01-07-1993,31.36845455,94.38681818,5.805238095,#N/A,7201572791.00
01-08-1993,31.37140909,94.15954545,5.677727273,#N/A,7647974607.00
01-09-1993,31.37081818,91.90681818,5.36,#N/A,7991741997.00
01-10-1993,31.37071429,93.14619048,5.334,#N/A,8372300779.00
01-11-1993,31.37036364,95.35272727,5.724,#N/A,8615071695.00
01-12-1993,31.36908696,95.63304348,5.774090909,#N/A,10199123472.00
01-01-1994,31.3697619,96.41809524,5.7505,#N/A,10937172314.00
01-02-1994,31.3678,95.5965,5.973157895,#N/A,13506564504.00
01-03-1994,31.37452174,94.2273913,6.482608696,#N/A,15476410037.00
01-04-1994,31.36757143,94.22142857,6.972105263,#N/A,15435779187.00
01-05-1994,31.36945455,92.67181818,7.183333333,#N/A,15830234214.00
01-06-1994,31.36922727,91.46409091,7.101363636,#N/A,16724796510.00
01-07-1994,31.3697,89.10095238,7.298,#N/A,17886316595.00
01-08-1994,31.3693913,89.10956522,7.236086957,#N/A,17992387260.00
01-09-1994,31.36931818,87.975,7.457142857,#N/A,19170606372.00
01-10-1994,31.37047619,86.55285714,7.744,#N/A,20163089053.00
01-11-1994,31.39022727,87.70681818,7.955,#N/A,19804806271.00
01-12-1994,31.38718182,89.49818182,7.813809524,#N/A,19698471269.00
01-01-1995,31.37054545,88.17045455,7.7795,#N/A,20081437643.00
01-02-1995,31.37625,87.1075,7.469473684,#N/A,20268267905.00
01-03-1995,31.59804348,83.53217391,7.204782609,#N/A,21160083813.00
01-04-1995,31.3995,81.62,7.062631579,#N/A,20890932294.00
01-05-1995,31.40878261,82.57782609,6.632727273,#N/A,20628058906.00
01-06-1995,31.39418182,82.07954545,6.168181818,#N/A,20029247724.00
01-07-1995,31.37719048,81.73142857,6.278,#N/A,20233651554.00
01-08-1995,31.57791304,84.48913043,6.48826087,#N/A,19353568862.00
01-09-1995,33.2047619,85.56666667,6.1975,#N/A,19433026931.00
01-10-1995,34.56931818,83.94909091,6.044761905,#N/A,18109678191.00
01-11-1995,34.68318182,84.04409091,5.93047619,#N/A,17668750215.00
01-12-1995,34.95104762,84.93809524,5.7115,#N/A,17921806913.00
01-01-1996,35.78659091,86.04304348,5.652380952,#N/A,16666695434.00
01-02-1996,36.53380952,86.22095238,5.8055,#N/A,16304787812.00
